CID,BDATE,GEN
AW00022594,9/20/1988,Female
AW00022595,7/4/1975,Male
AW00022596,2/5/1988,Male
AW00022597,8/25/1979,Female
AW00022598,9/13/2003,Male
AW00022599,9/26/1979,Male
AW00022600,5/8/1995,Male
AW00022601,12/15/1975,Female
AW00022602,10/28/1983,Female
AW00022603,10/27/1986,Female
AW00022604,10/4/1997,Male
AW00022605,4/30/1983,Male
AW00022606,8/11/1996,Male
AW00022607,5/10/1985,Female
AW00022608,2/23/2004,Male
AW00022609,5/12/2000,Male
AW00022610,4/29/1985,Male
AW00022611,3/9/1994,Male
AW00022612,11/24/2004,Male
AW00022613,11/23/1988,Male
AW00022614,12/5/1976,Male
AW00022615,1/19/1991,Female
AW00022616,11/30/2004,Male
AW00022617,12/23/1977,Male
AW00022618,10/28/1989,Female
AW00022619,7/15/2001,Female
AW00022620,3/8/1988,Female
AW00022621,10/3/1988,Male
AW00022622,3/15/1998,Male
AW00022623,1/22/1982,Male
AW00022624,5/1/1992,Female
AW00022625,6/10/1989,Female
AW00022626,5/3/1983,Male
AW00022627,1/16/1983,Female
AW00022628,3/12/2002,Male
AW00022629,12/4/2003,Male
AW00022630,4/24/1988,Male
AW00022631,3/3/2003,Male
AW00022632,11/4/1980,Female
AW00022633,12/17/1978,Female
AW00022634,6/25/1982,Female
AW00022635,7/16/1979,Female
AW00022636,8/31/1998,Female
AW00022637,6/12/1979,Female
AW00022638,2/13/1981,Female
AW00022639,1/6/1978,Female
AW00022640,10/5/1996,Male
AW00022641,7/17/1979,Female
AW00022642,9/30/2001,Male
AW00022643,7/9/2002,Female
AW00022644,5/4/1991,Male
AW00022645,10/10/1993,Female
AW00022646,2/27/1982,Female
AW00022647,3/21/1989,Female
AW00022648,5/12/1980,Female
AW00022649,8/4/1986,Male
AW00022650,8/30/1976,Female
AW00022651,3/28/1993,Male
AW00022652,1/3/2001,Male
AW00022653,7/9/1983,Female
AW00022654,12/3/1990,Male
AW00022655,10/4/1998,Male
AW00022656,3/6/1991,Male
AW00022657,4/22/2002,Male
AW00022658,8/7/1980,Male
AW00022659,6/19/1994,Female
AW00022660,4/2/1990,Female
AW00022661,1/26/1981,Female
AW00022662,12/13/1976,Male
AW00022663,5/5/1999,Male
AW00022664,1/10/1999,Female
AW00022665,4/19/1995,Male
AW00022666,11/11/1986,Female
AW00022667,12/5/1989,Male
AW00022668,10/24/1996,Female
AW00022669,2/10/1985,Female
AW00022670,3/3/1978,Female
AW00022671,11/12/1980,Male
AW00022672,1/6/1997,Female
AW00022673,10/13/1985,Male
AW00022674,6/26/1996,Male
AW00022675,9/9/1998,Female
AW00022676,5/29/1981,Female
AW00022677,5/24/2001,Male
AW00022678,6/20/1999,Female
AW00022679,3/18/1988,Male
AW00022680,4/27/1984,Male
AW00022681,1/24/1976,Male
AW00022682,9/9/2004,Male
AW00022683,9/2/1998,Male
AW00022684,10/8/2002,Female
AW00022685,8/15/2003,Female
AW00022686,10/22/1976,Male
AW00022687,4/29/1976,Male
AW00022688,1/21/1982,Male
AW00022689,6/28/1997,Male
AW00022690,2/20/1990,Male
AW00022691,6/15/1992,Male
AW00022692,6/11/2000,Female
AW00022693,10/28/1991,Male
AW00022694,12/4/1997,Female
AW00022695,5/31/1985,Male
AW00022696,8/17/1991,Female
AW00022697,10/11/1981,Male
AW00022698,11/19/2002,Male
AW00022699,9/28/1992,Male
AW00022700,3/15/1987,Female
AW00022701,3/15/2002,Female
AW00022702,1/27/1975,Female
AW00022703,10/22/1982,Male
AW00022704,2/14/1987,Female
AW00022705,9/26/2002,Female
AW00022706,2/22/1985,Female
AW00022707,6/28/1996,Female
AW00022708,4/6/1985,Female
AW00022709,1/10/1987,Female
AW00022710,4/24/1992,Female
AW00022711,12/6/1976,Male
AW00022712,4/10/1982,Female
AW00022713,11/27/1981,Male
AW00022714,3/31/1998,Female
AW00022715,3/6/1983,Male
AW00022716,9/1/1994,Male
AW00022717,7/28/1982,Female
AW00022718,6/29/1983,Male
AW00022719,3/1/1995,Male
AW00022720,10/16/1991,Male
AW00022721,4/15/1986,Female
AW00022722,1/2/1993,Female
AW00022723,12/21/1990,Male
AW00022724,4/2/2002,Male
AW00022725,5/30/1976,Male
AW00022726,2/16/1992,Female
AW00022727,11/5/1997,Female
AW00022728,3/10/2004,Female
AW00022729,5/7/2002,Male
AW00022730,8/15/1996,Male
AW00022731,3/1/1989,Male
AW00022732,8/29/1976,Male
AW00022733,6/30/1998,Female
AW00022734,11/10/1998,Female
AW00022735,4/13/2003,Female
AW00022736,9/8/1993,Female
AW00022737,10/15/1996,Female
AW00022738,9/1/1994,Female
AW00022739,11/28/1994,Female
AW00022740,6/19/1982,Female
AW00022741,12/2/2003,Male
AW00022742,1/17/1975,Male
AW00022743,2/28/1984,Female
AW00022744,8/16/1991,Male
AW00022745,11/1/1976,Female
AW00022746,4/24/1986,Female
AW00022747,3/11/1993,Female
AW00022748,11/7/1997,Male
AW00022749,5/8/1983,Female
AW00022750,7/3/1978,Male
AW00022751,7/10/2004,Male
AW00022752,5/23/1979,Male
AW00022753,2/5/1992,Female
AW00022754,10/14/1990,Male
AW00022755,6/1/1993,Male
AW00022756,12/21/2000,Male
AW00022757,1/10/1978,Female
AW00022758,7/5/2000,Female
AW00022759,5/6/1975,Female
AW00022760,9/20/1988,Male
AW00022761,6/6/1978,Male
AW00022762,2/17/2004,Female
AW00022763,1/6/1978,Female
AW00022764,11/28/1994,Male
AW00022765,2/10/1992,Male
AW00022766,5/30/2000,Female
AW00022767,8/13/1992,Male
AW00022768,11/7/2002,Male
AW00022769,8/31/1978,Male
AW00022770,11/3/2003,Female
AW00022771,10/22/1991,Male
AW00022772,12/23/1988,Female
AW00022773,2/17/2000,Female
AW00022774,11/4/1990,Male
AW00022775,11/1/1992,Female
AW00022776,1/7/1980,Female
AW00022777,11/8/1983,Male
AW00022778,5/8/1994,Female
AW00022779,8/9/1977,Male
AW00022780,12/16/2000,Female
AW00022781,6/7/1978,Male
AW00022782,1/16/2002,Male
AW00022783,10/2/2004,Male
AW00022784,1/2/1995,Male
AW00022785,7/27/2002,Male
AW00022786,7/26/1981,Male
AW00022787,12/12/1976,Female
AW00022788,1/5/1986,Male
AW00022789,8/27/1993,Male
AW00022790,9/25/1976,Male
AW00022791,4/9/1977,Female
AW00022792,1/26/1976,Male
AW00022793,2/23/1991,Male
AW00022794,4/20/1977,Female
AW00022795,7/23/1994,Female
AW00022796,10/12/1981,Male
AW00022797,10/30/1987,Male
AW00022798,5/18/1991,Female
AW00022799,8/21/1981,Female
AW00022800,10/10/1994,Male
AW00022801,7/17/1998,Female
AW00022802,4/8/2002,Female
AW00022803,2/13/1986,Male
AW00022804,12/21/1998,Female
AW00022805,1/6/1999,Female
AW00022806,11/10/1999,Female
AW00022807,3/12/2001,Female
AW00022808,6/22/1980,Female
AW00022809,5/27/1995,Male
AW00022810,10/6/1975,Male
AW00022811,6/1/1992,Male
AW00022812,12/4/1993,Female
AW00022813,11/16/2001,Male
AW00022814,2/14/2001,Male
AW00022815,11/21/1990,Female
AW00022816,12/17/1990,Female
AW00022817,8/15/2001,Male
AW00022818,3/22/1993,Female
AW00022819,8/30/1983,Female
AW00022820,6/17/1986,Male
AW00022821,2/3/2000,Female
AW00022822,10/27/1988,Male
AW00022823,11/30/1987,Female
AW00022824,8/16/1995,Female
AW00022825,9/20/2000,Female
AW00022826,5/11/1992,Male
AW00022827,4/12/1985,Male
AW00022828,9/18/1996,Male
AW00022829,4/7/1983,Female
AW00022830,8/30/1991,Male
AW00022831,4/25/1988,Male
AW00022832,8/28/1985,Male
AW00022833,8/17/2001,Male
AW00022834,3/18/1990,Male
AW00022835,9/8/1990,Male
AW00022836,10/2/1988,Female
AW00022837,8/14/1984,Male
AW00022838,4/26/1987,Male
AW00022839,10/25/1995,Female
AW00022840,8/28/1997,Male
AW00022841,12/24/1980,Male
AW00022842,8/25/1982,Female
AW00022843,3/29/1985,Female
AW00022844,3/23/1988,Female
AW00022845,10/7/1987,Male
AW00022846,5/20/1998,Male
AW00022847,3/10/1983,Female
AW00022848,10/14/1984,Male
AW00022849,5/31/1981,Male
AW00022850,8/31/1982,Male
AW00022851,5/1/2002,Female
AW00022852,7/4/1980,Male
AW00022853,6/23/2000,Female
AW00022854,5/31/1984,Female
AW00022855,4/4/2000,Female
AW00022856,10/24/2000,Male
AW00022857,12/28/1999,Male
AW00022858,3/15/1982,Female
AW00022859,11/15/1992,Female
AW00022860,11/21/2001,Male
AW00022861,11/3/1990,Male
AW00022862,10/9/1976,Male
AW00022863,8/28/1996,Male
AW00022864,9/4/1976,Male
AW00022865,9/29/1992,Female
AW00022866,6/28/1994,Male
AW00022867,10/18/1978,Male
AW00022868,7/11/1980,Male
AW00022869,8/22/1975,Male
AW00022870,11/28/1983,Female
AW00022871,11/8/1993,Male
AW00022872,6/5/1996,Female
AW00022873,2/24/1999,Male
AW00022874,2/14/2003,Male
AW00022875,5/9/1976,Male
AW00022876,12/24/1981,Female
AW00022877,6/19/1990,Male
AW00022878,12/29/1995,Female
AW00022879,7/19/2000,Female
AW00022880,3/2/1997,Female
AW00022881,11/16/1984,Male
AW00022882,2/23/1997,Male
AW00022883,9/13/1994,Male
AW00022884,7/7/1979,Female
AW00022885,2/16/1999,Male
AW00022886,5/4/1986,Female
AW00022887,11/15/1998,Male
AW00022888,9/15/1980,Female
AW00022889,11/5/1992,Female
AW00022890,1/15/1980,Female
AW00022891,4/14/1976,Female
AW00022892,10/2/2002,Male
AW00022893,6/25/1982,Female
AW00022894,9/2/1975,Female
AW00022895,10/31/1984,Male
AW00022896,5/16/1990,Male
AW00022897,11/5/1996,Female
AW00022898,3/26/1997,Female
AW00022899,5/5/2003,Male
AW00022900,8/17/1990,Male
AW00022901,4/21/1976,Female
AW00022902,6/3/2004,Male
AW00022903,3/20/2000,Female
AW00022904,6/27/2002,Male
AW00022905,11/27/1978,Male
AW00022906,2/28/1981,Female
AW00022907,2/5/1978,Male
AW00022908,4/25/1984,Male
AW00022909,3/28/1980,Male
AW00022910,6/17/1995,Female
AW00022911,6/14/1996,Male
AW00022912,1/31/1984,Female
AW00022913,2/5/1992,Female
AW00022914,9/1/1983,Female
AW00022915,11/4/1991,Female
AW00022916,3/20/1977,Female
AW00022917,6/19/2003,Male
AW00022918,5/1/1981,Male
AW00022919,5/11/1997,Male
AW00022920,11/6/1987,Male
AW00022921,6/25/1979,Female
AW00022922,4/10/2000,Female
AW00022923,7/14/1986,Male
AW00022924,4/18/2002,Female
AW00022925,11/13/1975,Female
AW00022926,1/20/1994,Male
AW00022927,9/17/1986,Male
AW00022928,11/1/1993,Female
AW00022929,5/18/1989,Female
AW00022930,10/10/1979,Male
AW00022931,11/1/1992,Male
AW00022932,4/16/1978,Male
AW00022933,1/28/1994,Female
AW00022934,1/5/1995,Female
AW00022935,5/30/1986,Female
AW00022936,7/25/1997,Female
AW00022937,11/20/2000,Male
AW00022938,1/27/1986,Male
AW00022939,9/3/1987,Female
AW00022940,11/28/1981,Female
AW00022941,4/19/1996,Female
AW00022942,10/30/1996,Female
AW00022943,8/14/1978,Male
AW00022944,11/21/1986,Female
AW00022945,3/3/1978,Female
AW00022946,2/25/1998,Male
AW00022947,11/20/1983,Female
AW00022948,3/22/1977,Male
AW00022949,8/4/1993,Male
AW00022950,11/21/1978,Female
AW00022951,7/15/1985,Female
AW00022952,1/6/1982,Male
AW00022953,10/28/1993,Female
AW00022954,8/7/2004,Male
AW00022955,7/10/1991,Female
AW00022956,3/31/1981,Male
AW00022957,2/10/2001,Female
AW00022958,6/16/1994,Female
AW00022959,3/8/1984,Female
AW00022960,6/5/1977,Male
AW00022961,9/7/1993,Female
AW00022962,2/26/1988,Male
AW00022963,8/2/1988,Male
AW00022964,11/2/1998,Male
AW00022965,2/10/1991,Female
AW00022966,7/29/1991,Female
AW00022967,9/29/1981,Female
AW00022968,9/24/1987,Male
AW00022969,1/9/1991,Female
AW00022970,9/14/1976,Female
AW00022971,6/28/1988,Female
AW00022972,4/26/1988,Female
AW00022973,10/29/1977,Male
AW00022974,10/16/1977,Female
AW00022975,5/20/1980,Female
AW00022976,10/14/1991,Male
AW00022977,10/9/1980,Male
AW00022978,7/8/1993,Male
AW00022979,11/12/1993,Male
AW00022980,9/22/1999,Male
AW00022981,12/6/1986,Female
AW00022982,2/25/2002,Female
AW00022983,6/24/1978,Female
AW00022984,6/12/1991,Male
AW00022985,5/31/1998,Female
AW00022986,12/4/1986,Female
AW00022987,8/31/1985,Male
AW00022988,2/23/1977,Female
AW00022989,11/16/1981,Female
AW00022990,12/23/1982,Female
AW00022991,10/11/1995,Female
AW00022992,10/27/1999,Male
AW00022993,8/10/1982,Male
AW00022994,8/22/1991,Female
AW00022995,6/11/1982,Female
AW00022996,1/7/1993,Male
AW00022997,6/16/2002,Male
AW00022998,12/19/2004,Female
AW00022999,1/7/2004,Male
AW00023000,6/8/1979,Female
AW00023001,10/1/1982,Male
AW00023002,5/25/1985,Male
AW00023003,7/16/2003,Female
AW00023004,6/14/1975,Male
AW00023005,12/23/1985,Male
AW00023006,6/1/2002,Male
AW00023007,3/23/1997,Male
AW00023008,3/26/1997,Female
AW00023009,11/14/1988,Male
AW00023010,7/25/2004,Male
AW00023011,8/29/1983,Male
AW00023012,11/28/1982,Male
AW00023013,9/18/1985,Male
AW00023014,1/23/1988,Female
AW00023015,4/27/1985,Male
AW00023016,10/17/1986,Female
AW00023017,10/18/1998,Female
AW00023018,10/25/1981,Male
AW00023019,3/26/1997,Female
AW00023020,8/13/2001,Female
AW00023021,1/20/1984,Female
AW00023022,11/14/1988,Female
AW00023023,11/19/2003,Female
AW00023024,5/2/1978,Female
AW00023025,10/8/2001,Male
AW00023026,7/15/1989,Female
AW00023027,9/11/1989,Male
AW00023028,12/5/1976,Female
AW00023029,7/9/1993,Male
AW00023030,11/18/1978,Male
AW00023031,2/23/1977,Female
AW00023032,2/1/1975,Male
AW00023033,5/24/1996,Male
AW00023034,12/11/1995,Female
AW00023035,12/2/1988,Female
AW00023036,5/21/1982,Male
AW00023037,3/17/1981,Male
AW00023038,1/28/1996,Female
AW00023039,1/9/1995,Male
AW00023040,3/21/1975,Male
AW00023041,7/31/1977,Female
AW00023042,10/15/1996,Female
AW00023043,10/21/1985,Female
AW00023044,1/18/1978,Male
AW00023045,3/22/1995,Male
AW00023046,3/11/1978,Female
AW00023047,6/2/2003,Female
AW00023048,7/29/1976,Female
AW00023049,1/11/1984,Female
AW00023050,10/7/1980,Male
AW00023051,2/20/1997,Male
AW00023052,7/17/1990,Male
AW00023053,2/9/1982,Female
AW00023054,6/3/1987,Male
AW00023055,7/9/1980,Male
AW00023056,5/7/1991,Female
AW00023057,4/28/1976,Female
AW00023058,11/6/1996,Female
AW00023059,6/12/2000,Male
AW00023060,12/3/1986,Female
AW00023061,12/22/1992,Male
AW00023062,5/11/1975,Female
AW00023063,4/19/1982,Female
AW00023064,1/24/1996,Male
AW00023065,3/28/1976,Male
AW00023066,5/26/1995,Male
AW00023067,1/28/1984,Female
AW00023068,6/21/2000,Male
AW00023069,1/29/1989,Female
AW00023070,12/18/1975,Female
AW00023071,11/30/1986,Female
AW00023072,1/23/1977,Female
AW00023073,12/29/1995,Male
AW00023074,7/4/1992,Female
AW00023075,3/1/1989,Female
AW00023076,6/6/1994,Male
AW00023077,5/7/1999,Male
AW00023078,8/25/1998,Male
AW00023079,2/23/2004,Female
AW00023080,4/30/2004,Female
AW00023081,8/24/1976,Male
AW00023082,8/6/1994,Male
AW00023083,4/13/1984,Male
AW00023084,3/8/1998,Male
AW00023085,8/22/1978,Male
AW00023086,9/26/1994,Female
AW00023087,12/24/1986,Male
AW00023088,12/23/2000,Male
AW00023089,8/3/1987,Male
AW00023090,6/11/1999,Male
AW00023091,8/5/1980,Male
AW00023092,9/7/1983,Female
AW00023093,1/10/1987,Male
AW00023094,5/8/1994,Female
AW00023095,11/18/1987,Male
AW00023096,5/4/1983,Female
AW00023097,10/3/1986,Male
AW00023098,12/16/1992,Male
AW00023099,10/27/1984,Female
AW00023100,6/30/1992,Female
AW00023101,2/15/1992,Female
AW00023102,9/27/1990,Female
AW00023103,5/15/1986,Male
AW00023104,5/28/2002,Female
AW00023105,2/27/1981,Male
AW00023106,4/28/1983,Female
AW00023107,4/9/1998,Female
AW00023108,4/11/1976,Female
AW00023109,12/11/1999,Female
AW00023110,8/17/1989,Female
AW00023111,3/19/1987,Female
AW00023112,1/21/2000,Male
AW00023113,12/27/1982,Male
AW00023114,6/15/1998,Female
AW00023115,7/6/1987,Female
AW00023116,3/16/1994,Male
AW00023117,2/23/2000,Male
AW00023118,12/24/2001,Female
AW00023119,5/29/1980,Male
AW00023120,6/24/1992,Male
AW00023121,10/10/1976,Male
AW00023122,7/15/2000,Female
AW00023123,1/20/1992,Female
AW00023124,5/21/2003,Male
AW00023125,1/22/1994,Female
AW00023126,5/17/1987,Female
AW00023127,1/24/1994,Female
AW00023128,4/26/1996,Male
AW00023129,3/23/1977,Female
AW00023130,1/4/2000,Female
AW00023131,5/8/1991,Female
AW00023132,7/25/1984,Male
AW00023133,1/7/1994,Female
AW00023134,3/5/1999,Female
AW00023135,8/16/1989,Male
AW00023136,4/20/1987,Female
AW00023137,1/10/1998,Female
AW00023138,4/3/1975,Female
AW00023139,10/29/2003,Male
AW00023140,12/17/1997,Male
AW00023141,11/9/1981,Female
AW00023142,2/24/2001,Female
AW00023143,9/4/1994,Female
AW00023144,11/21/1988,Male
AW00023145,6/14/1979,Female
AW00023146,2/8/2003,Female
AW00023147,8/12/1984,Male
AW00023148,10/26/1994,Male
AW00023149,5/4/1996,Female
AW00023150,11/14/1996,Female
AW00023151,4/8/2000,Male
AW00023152,7/10/1978,Female
AW00023153,7/9/1998,Female
AW00023154,11/4/1985,Male
AW00023155,7/13/1987,Female
AW00023156,11/28/1996,Female
AW00023157,7/4/1985,Female
AW00023158,11/14/1989,Female
AW00023159,5/21/1978,Male
AW00023160,6/6/1977,Female
AW00023161,1/2/1983,Male
AW00023162,9/24/1992,Female
AW00023163,10/16/1977,Female
AW00023164,1/10/1990,Male
AW00023165,3/18/1980,Female
AW00023166,9/13/1991,Male
AW00023167,10/12/1980,Female
AW00023168,5/14/1991,Female
AW00023169,7/23/1994,Male
AW00023170,7/8/2002,Male
AW00023171,4/14/1995,Male
AW00023172,10/22/1995,Female
AW00023173,5/30/1977,Male
AW00023174,9/6/1976,Female
AW00023175,1/26/1999,Female
AW00023176,2/2/1999,Male
AW00023177,9/9/1978,Female
AW00023178,3/23/1990,Male
AW00023179,9/3/1987,Male
AW00023180,5/22/1987,Female
AW00023181,5/28/1985,Male
AW00023182,11/23/1986,Female
AW00023183,3/8/1985,Female
AW00023184,8/28/1998,Female
AW00023185,8/28/1981,Male
AW00023186,2/3/1988,Male
AW00023187,6/18/1994,Male
AW00023188,9/21/1982,Male
AW00023189,7/17/1987,Female
AW00023190,12/12/1992,Male
AW00023191,11/11/1975,Male
AW00023192,2/16/2002,Female
AW00023193,7/3/1993,Female
AW00023194,11/11/1982,Female
AW00023195,6/4/1984,Male
AW00023196,8/26/1977,Male
AW00023197,4/26/1975,Male
AW00023198,12/27/2003,Female
AW00023199,9/27/2003,Male
AW00023200,2/17/1984,Female
AW00023201,6/30/2003,Female
AW00023202,5/7/1996,Male
AW00023203,6/25/1994,Male
AW00023204,1/12/2001,Female
AW00023205,9/7/1999,Female
AW00023206,7/8/1984,Male
AW00023207,10/15/1996,Male
AW00023208,1/19/1994,Female
AW00023209,8/30/1979,Male
AW00023210,3/8/1984,Male
AW00023211,8/18/1977,Female
AW00023212,10/1/1994,Male
AW00023213,12/4/1978,Male
AW00023214,6/19/1978,Female
AW00023215,7/25/1997,Male
AW00023216,12/13/1977,Male
AW00023217,3/5/1996,Female
AW00023218,9/12/1988,Female
AW00023219,5/9/1985,Female
AW00023220,4/23/1979,Male
AW00023221,2/16/1987,Male
AW00023222,2/1/1976,Female
AW00023223,10/24/1993,Male
AW00023224,7/30/2004,Male
AW00023225,4/15/2002,Female
AW00023226,5/13/1985,Male
AW00023227,6/10/1975,Female
AW00023228,5/5/1995,Female
AW00023229,8/8/1985,Female
AW00023230,7/11/1994,Female
AW00023231,3/18/1996,Male
AW00023232,7/27/1997,Male
AW00023233,1/23/1977,Male
AW00023234,6/17/1997,Male
AW00023235,5/1/1997,Male
AW00023236,12/22/1993,Female
AW00023237,3/29/1996,Male
AW00023238,12/12/1983,Male
AW00023239,11/4/1989,Male
AW00023240,10/4/1986,Male
AW00023241,6/14/2003,Male
AW00023242,2/11/1993,Male
AW00023243,10/7/2004,Female
AW00023244,2/7/1978,Female
AW00023245,7/17/1991,Female
AW00023246,11/21/1981,Female
AW00023247,5/22/1997,Male
AW00023248,10/22/1981,Female
AW00023249,5/28/1989,Female
AW00023250,3/20/1998,Female
AW00023251,3/12/1978,Male
AW00023252,8/24/1992,Female
AW00023253,8/20/1994,Female
AW00023254,7/11/1995,Male
AW00023255,2/20/1978,Male
AW00023256,2/14/1987,Male
AW00023257,11/9/2003,Male
AW00023258,4/18/1978,Female
AW00023259,11/27/1976,Male
AW00023260,9/18/2002,Male
AW00023261,6/24/1984,Female
AW00023262,5/20/1996,Female
AW00023263,4/10/1981,Male
AW00023264,7/2/1987,Male
AW00023265,4/16/1987,Female
AW00023266,2/1/1991,Female
AW00023267,5/9/1991,Male
AW00023268,3/12/2003,Female
AW00023269,5/3/1995,Female
AW00023270,8/8/1975,Female
AW00023271,12/6/2003,Female
AW00023272,10/20/1975,Male
AW00023273,8/8/1989,Male
AW00023274,11/28/1976,Male
AW00023275,10/12/1999,Male
AW00023276,12/30/1989,Male
AW00023277,10/9/1979,Male
AW00023278,5/4/1992,Female
AW00023279,10/20/1981,Male
AW00023280,2/6/1999,Female
AW00023281,8/8/1986,Female
AW00023282,4/17/1987,Female
AW00023283,4/22/2001,Female
AW00023284,11/21/1993,Male
AW00023285,3/4/1978,Female
AW00023286,3/20/1983,Female
AW00023287,4/18/2000,Male
AW00023288,2/26/1975,Male
AW00023289,10/23/1984,Male
AW00023290,3/14/1994,Female
AW00023291,1/23/1980,Male
AW00023292,10/4/2000,Male
AW00023293,4/12/1988,Female
AW00023294,2/7/1996,Female
AW00023295,10/16/1995,Female
AW00023296,4/29/1992,Female
AW00023297,10/23/2003,Male
AW00023298,2/9/1988,Male
AW00023299,9/7/1997,Female
AW00023300,11/24/2003,Female
AW00023301,9/12/1979,Male
AW00023302,2/27/1975,Male
AW00023303,3/27/1988,Male
AW00023304,7/16/1983,Male
AW00023305,7/13/1986,Female
AW00023306,4/6/1994,Male
AW00023307,3/6/1991,Female
AW00023308,6/28/1997,Female
AW00023309,5/16/1976,Female
AW00023310,6/30/1975,Female
AW00023311,12/17/1982,Female
AW00023312,3/11/1979,Female
AW00023313,11/12/2002,Male
AW00023314,2/20/2004,Male
AW00023315,4/17/1988,Female
AW00023316,2/16/1977,Male
AW00023317,8/10/1987,Female
AW00023318,1/25/2000,Male
AW00023319,5/16/2004,Male
AW00023320,7/21/1980,Female
AW00023321,6/15/2003,Male
AW00023322,11/25/1996,Male
AW00023323,2/18/1998,Male
AW00023324,10/24/1998,Female
AW00023325,1/5/2000,Female
AW00023326,2/10/2001,Female
AW00023327,4/23/1977,Female
AW00023328,7/23/2001,Male
AW00023329,9/28/1985,Female
AW00023330,5/6/1982,Male
AW00023331,8/12/1993,Male
AW00023332,10/22/1989,Male
AW00023333,3/17/1982,Male
AW00023334,5/13/1981,Male
AW00023335,12/18/1985,Male
